"","CGid","SYMBOL","GeneRegionID","seqnames","CGstart","CGend","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","ENTREZID","transcriptId","distanceToTSS","ENSEMBL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances","genic","Intergenic","Promoter","fiveUTR","threeUTR","Exon","Intron","downstream","distal_intergenic","main_Categories","CpGislandseqnames","CpGislandstart","CpGislandend","CpGislandwidth","CpGislandstrand","CpGislandlen","CpGislandcount","CpGislandgc","CpGislandoe","CpGislandden","CpGislandpvalue","CpGisland","CGIslandNess","stackHMM","repeatElements","PMDstatus","PMDstatusDetailed","WCGW_inCommonPMDs","WCGW_GenomWide"
"25018","cg18392482","AMDHD1","AMDHD1_Promoter","chr12",96338011,96338012,51,"+","Promoter (<=1kb)",12,96337071,96362370,25300,1,"144193","uc001tel.2",890,"ENSG00000139344","amidohydrolase domain containing 1","uc001tek.2;uc001tel.2;uc009zth.2","120935;144193;144193","-1533;0;0",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Promoter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","ReprPC9",NA,"HMD","neither",NA,NA
"25019","cg18393308","PCBP1","PCBP1_Exon","chr2",70315646,70315647,50,"+","Exon (uc002sgf.3/5093, exon 1 of 1)",2,70314585,70316334,1750,1,"5093","uc002sgf.3",1062,"ENSG00000169564","poly(rC) binding protein 1","uc002sga.3;uc002sgb.1;uc002sge.1;uc002sgf.3","400960;400960;400960;5093","-1500;-2244;-2030;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon","2",70315631,70315650,20,"*",20,5,0.8,1.58730158730159,0.25,9.17337782611056e-06,"CpGisland","+","PromF3",NA,"HMD","commonHMD",NA,NA
"25020","cg18394148","CELF6","CELF6_fiveUTR","chr15",72612004,72612005,51,"-","Promoter (<=1kb)",15,72559086,72613043,53958,2,"60677","uc010biv.1",989,"ENSG00000140488","CUGBP Elav-like family member 6","uc010biv.1;uc002auh.2;uc002aui.2;uc010ukm.1;uc002auj.2;uc002auk.3","60677;60677;60677;60677;60677;60677","0;0;0;0;0;0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR","15",72611867,72612893,1027,"*",1027,102,0.718597857838364,0.777152946762419,0.0993184031158715,2.92258667533122e-69,"CpGisland",NA,"TSS2",NA,"HMD","neither",NA,NA
"25021","cg18394218","NEGR1","NEGR1_Exon","chr1",71873224,71873225,50,"-","Exon (uc001dfv.3/257194, exon 7 of 7)",1,71868625,72748405,879781,2,"257194","uc001dfw.3",875130,"ENSG00000172260","neuronal growth regulator 1","uc001dfv.3;uc001dfw.3;uc010oqs.2","257194;257194;257194","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Quies1",NA,"PMD","commonPMD",NA,NA
"25022","cg18394401","ANKS3","ANKS3_fiveUTR","chr16",4776997,4776998,50,"-","5' UTR",16,4746511,4778079,31569,2,"124401","uc002cxi.2",1031,"ENSG00000168096","ankyrin repeat and sterile alpha motif domain containing 3","uc002cxi.2;uc002cxj.2;uc002cxk.3;uc010uxs.2;uc021tcj.1;uc021tck.1;uc002cxm.3","124401;124401;124401;124401;124401;124401;124401","0;0;0;0;0;0;0",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEx3",NA,"HMD","commonHMD",NA,NA
"25023","cg18396508","OSBPL8","OSBPL8_Exon","chr12",76763076,76763077,51,"-","Exon (uc001sye.1/114882, exon 21 of 24)",12,76745578,76953589,208012,2,"114882","uc001sye.1",190463,"ENSG00000091039","oxysterol binding protein like 8","uc001sye.1;uc001syf.1;uc001syg.1;uc001syh.1","114882;114882;114882;114882","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Tx6",NA,"HMD","commonHMD",NA,NA
"25024","cg18396719","DST","DST_Intron","chr6",56568534,56568535,50,"+","Intron (uc021zaz.2/667, intron 3 of 93)",6,56322785,56708463,385679,2,"667","uc021zaz.2",139878,"ENSG00000151914","dystonin","uc021zaz.2;uc021zay.2;uc021zba.2;uc011dxl.1","667;667;667;667","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","Tx3",NA,"HMD","commonHMD",NA,NA
"25025","cg18397269","PAX5","PAX5_Intron","chr9",37018768,37018769,50,"+","Intron (uc003zzo.1/5079, intron 2 of 9)",9,36838531,37034476,195946,2,"5079","uc003zzo.1",15709,"ENSG00000196092","paired box 5","uc003zzo.1;uc010mlo.1;uc010mlp.1;uc010mlq.1;uc010mlr.1;uc010mls.1;uc011lpw.1;uc011lpx.1;uc011lpy.1;uc011lpz.1;uc011lqa.1;uc011lqb.1;uc011lqc.1;uc011lqd.1;uc011lqe.1;uc011lqf.1;uc011lqg.1","5079;5079;5079;5079;5079;5079;5079;5079;5079;5079;5079;5079;5079;5079;5079;5079;5079","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron","9",37018752,37018833,82,"*",82,9,0.621951219512195,1.13538461538462,0.109756097560976,6.68292256330468e-07,"CpGisland","+","ReprPC3",NA,"PMD","commonPMD",NA,NA
"25026","cg18397523","EVX1","EVX1_fiveUTR","chr7",27282351,27282352,51,"+","Promoter (<=1kb)",7,27282319,27286192,3874,1,"2128","uc010kuy.1",0,"ENSG00000106038","even-skipped homeobox 1","uc003szd.1;uc010kuy.1;uc011jzn.1","2128;2128;2128","0;0;0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"fiveUTR","7",27282233,27282366,134,"*",134,13,0.582089552238806,1.1521164021164,0.0970149253731343,3.808119756092e-09,"CpGisland","+","BivProm1",NA,"PMD","neither",NA,NA
"25027","cg18397932","TLE1","TLE1_Exon","chr9",84202721,84202722,50,"-","Exon (uc004aly.3/7088, exon 17 of 20)",9,84198598,84303596,104999,2,"7088","uc004aly.3",100824,"ENSG00000196781","TLE family member 1, transcriptional corepressor","uc004aly.3;uc004alz.3;uc011lsr.2;uc004ama.1","7088;7088;7088;7088","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEnh8",NA,"HMD","commonHMD",NA,NA
"25028","cg18401084","OBI1-AS1","OBI1-AS1_Intron","chr13",79162826,79162827,50,"+","Intron (uc001vku.1/100874222, intron 3 of 5)",13,78628990,79191460,562471,1,"100874222","uc001vku.1",533838,"ENSG00000234377","OBI1 antisense RNA 1","uc001vks.3;uc001vku.1","100874222;100874222","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ReprPC2",NA,"PMD","commonPMD",NA,NA
"25029","cg18403893","PAX9","PAX9_Intron","chr14",37133312,37133313,51,"-","Intron (uc001wty.4/5083, intron 3 of 4)",14,37126773,37147011,20239,1,"5083","uc001wty.4",6539,"ENSG00000198807","paired box 9","uc001wty.4;uc010amq.3","5083;5083","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm2",NA,"PMD","neither",NA,NA
"25030","cg18404903","GALNT17","GALNT17_fiveUTR","chr7",70886068,70886069,50,"-","5' UTR",7,70597523,71178586,581064,1,"64409","uc003tvy.4",288495,"ENSG00000185274","polypeptide N-acetylgalactosaminyltransferase 17","uc003tvy.4;uc003tvz.4","64409;64409","0;0",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acet1",NA,"PMD","commonPMD",NA,NA
"25031","cg18404996","C8A","C8A_Intron","chr1",57354947,57354948,50,"-","Intron (uc001cyo.2/731, intron 7 of 10)",1,57320443,57383894,63452,1,"731","uc001cyo.2",34454,"ENSG00000157131","complement C8 alpha chain","uc001cyo.2","731","0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","Quies3","DNA","PMD","commonPMD",NA,NA
"25032","cg18406120","NFIX","NFIX_threeUTR","chr19",13209196,13209197,50,"-","3' UTR",19,13106584,13209610,103027,1,"4784","uc002mwd.3",102614,"ENSG00000008441","nuclear factor I X","uc002mwi.3;uc002mwd.3;uc002mwe.4;uc002mwf.3;uc010xmx.2","4066;4784;4784;4784;4784","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"threeUTR","19",13208636,13209257,622,"*",622,58,0.689710610932476,0.862031063321386,0.0932475884244373,4.86765941757018e-38,"CpGisland","+","BivProm1",NA,"HMD","commonHMD",NA,NA
"25033","cg18406453","ACTN1","ACTN1_Exon","chr14",69345714,69345715,50,"-","Exon (uc001xkk.3/87, exon 8 of 10)",14,69340840,69446083,105244,2,"87","uc001xkl.3",100318,"ENSG00000072110","actinin alpha 1","uc001xkk.3;uc010ttb.2;uc001xkl.3;uc001xkm.3;uc001xkn.3;uc010ttc.2","87;87;87;87;87;87","0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEx2",NA,"HMD","commonHMD",NA,NA
"25034","cg18406787","PTPRN2","PTPRN2_Intron","chr7",157476722,157476723,50,"-","Intron (uc011kwa.2/5799, intron 12 of 22)",7,157331750,158334468,1002719,2,"5799","uc011kwa.2",857747,"ENSG00000155093","protein tyrosine phosphatase receptor type N2","uc011kwa.2;uc003wno.3;uc003wnp.3;uc003wnq.3;uc003wnr.3","5799;5799;5799;5799;5799","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm2",NA,"PMD","commonPMD",NA,NA
"25035","cg18406852","CHST10","CHST10_Intron","chr2",101010769,101010770,51,"-","Intron (uc002tam.3/9486, intron 6 of 6)",2,101008322,101034130,25809,2,"9486","uc002tam.3",23311,"ENSG00000115526","carbohydrate sulfotransferase 10","uc002tam.3","9486","0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEnh5",NA,"PMD","commonPMD",NA,NA
"25036","cg18407212","LINC01239","LINC01239_Intergenic_downstream","chr9",23005291,23005292,50,"+","Distal Intergenic",9,22646199,22824212,178014,1,"441389","uc003zpq.1",359094,"ENSG00000234840","long intergenic non-protein coding RNA 1239",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA17",NA,"PMD","commonPMD",NA,NA
"25037","cg18407591","BARHL2","BARHL2_Intron","chr1",91306823,91306824,50,"-","Intron (uc001dnu.2/uc001dnu.2, intron 1 of 1)",1,91177579,91182794,5216,2,"343472","uc001dns.3",-124079,"ENSG00000143032","BarH like homeobox 2",NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","ReprPC1",NA,"HMD","commonHMD",NA,NA
"25038","cg18408272","ELP4","ELP4_Intron","chr11",31685835,31685836,50,"+","Intron (uc001mtb.3/26610, intron 9 of 9)",11,31531297,31805329,274033,1,"26610","uc001mtb.3",154539,"ENSG00000109911","elongator acetyltransferase complex subunit 4","uc001mtb.3;uc001mtc.3;uc010rdz.2","26610;26610;26610","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk8",NA,"HMD","commonHMD",NA,"WCGW"
"25039","cg18408412","ZIC3","ZIC3_Intergenic_downstream","chrX",136767094,136767095,50,"+","Distal Intergenic",23,136648346,136654259,5914,1,"7547","uc004fak.3",118699,"ENSG00000156925","Zic family member 3",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA18",NA,NA,NA,NA,NA
"25040","cg18409102","ZBTB16","ZBTB16_Intron","chr11",114037847,114037848,50,"+","Intron (uc001poo.1/7704, intron 3 of 3)",11,113930431,114060486,130056,1,"7704","uc001poo.1",107417,"ENSG00000109906","zinc finger and BTB domain containing 16","uc001poo.1;uc001pop.3;uc001poq.3","7704;7704;7704","0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA3",NA,"PMD","commonPMD",NA,NA
"25041","cg18409232","DNAJC1","DNAJC1_Intron","chr10",22211066,22211067,50,"-","Intron (uc001irc.3/64215, intron 3 of 11)",10,22045477,22292650,247174,2,"64215","uc001irc.3",81533,"ENSG00000136770","DnaJ heat shock protein family (Hsp40) member C1","uc001irc.3;uc021pnz.1","64215;64215","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk8",NA,"HMD","commonHMD",NA,NA
"25042","cg18409580","CCAR1","CCAR1_Exon","chr10",70516058,70516059,50,"+","Exon (uc001jom.1/55749, exon 12 of 16)",10,70480971,70551309,70339,1,"55749","uc001joo.3",35038,"ENSG00000060339","cell division cycle and apoptosis regulator 1","uc001jol.1;uc001jom.1;uc001jon.1;uc009xpx.1;uc010qiz.1;uc001joo.3;uc010qja.1;uc010qjb.2;uc001jop.1","55749;55749;55749;55749;55749;55749;55749;55749;692211","0;0;0;0;0;0;0;0;1080",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEx2",NA,"HMD","commonHMD",NA,NA
"25043","cg18410307","NPAS3","NPAS3_Intron","chr14",33564564,33564565,50,"+","Intron (uc001wrs.3/64067, intron 1 of 11)",14,33408459,34273382,864924,1,"64067","uc001wrs.3",156056,"ENSG00000151322","neuronal PAS domain protein 3","uc001wrs.3;uc001wrt.3;uc001wru.3;uc001wrv.3","64067;64067;64067;64067","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","HET7",NA,"PMD","commonPMD",NA,NA
"25044","cg18410429","DCAKD","DCAKD_Intergenic_downstream","chr17",43098363,43098364,50,"-","Distal Intergenic",17,43100706,43112509,11804,2,"79877","uc002ihx.2",14144,"ENSG00000172992","dephospho-CoA kinase domain containing","uc002ihx.2;uc010daa.1;uc010dab.1","79877;79877;79877","0;0;0",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BivProm1",NA,"HMD","neither",NA,NA
"25045","cg18411550","L3MBTL3","L3MBTL3_fiveUTR","chr6",130339733,130339734,51,"+","Promoter (<=1kb)",6,130339728,130462594,122867,1,"84456","uc003qbt.3",0,"ENSG00000198945","L3MBTL histone methyl-lysine binding protein 3","uc003qbt.3;uc003qbu.3","84456;84456","0;0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TSS2",NA,"PMD","neither",NA,NA
"25046","cg18411839","ARRDC3","ARRDC3_Intergenic_upstream","chr5",91037768,91037769,50,"-","Distal Intergenic",5,90664541,90679149,14609,2,"57561","uc003kjz.2",-358619,"ENSG00000113369","arrestin domain containing 3",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk8",NA,"PMD","commonPMD",NA,NA
"25047","cg18412175","TBX3","TBX3_Intergenic_upstream","chr12",115182773,115182774,51,"-","Distal Intergenic",12,115108059,115121969,13911,2,"6926","uc001tvt.1",-60854,"ENSG00000135111","T-box transcription factor 3",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA2",NA,"PMD","commonPMD",NA,NA
"25048","cg18412623","CADM4","CADM4_Exon","chr19",44128341,44128342,51,"-","Exon (uc002oxc.1/199731, exon 8 of 9)",19,44126522,44143991,17470,2,"199731","uc002oxc.1",15600,"ENSG00000105767","cell adhesion molecule 4","uc002oxa.3;uc002oxc.1","126299;199731","-4327;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEnh5",NA,"HMD","neither",NA,NA
"25049","cg18416931","CNOT2","CNOT2_Exon","chr12",70723284,70723285,50,"-","Exon (uc001svv.3/4848, exon 5 of 16)",12,70636774,70748773,112000,1,"4848","uc001svv.3",86512,"ENSG00000111596","CCR4-NOT transcription complex subunit 2","uc001svv.3;uc009zro.3;uc009zrp.3;uc009zrq.3","4848;4848;4848;4848","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEnh3",NA,"HMD","commonHMD",NA,NA
"25050","cg18418523","NHEJ1","NHEJ1_Intron","chr2",219993334,219993335,51,"-","Intron (uc002vjp.4/79840, intron 5 of 7)",2,219940046,220034817,94772,2,"79840","uc002vjq.4",41433,"ENSG00000187736","non-homologous end joining factor 1","uc002vjp.4;uc002vjq.4","79840;79840","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA14",NA,"HMD","commonHMD",NA,NA
"25051","cg18418719","FOXP1","FOXP1_threeUTR","chr3",71021234,71021235,50,"-","3' UTR",3,71003865,71633140,629276,2,"27086","uc003dop.3",611907,"ENSG00000114861","forkhead box P1","uc003doi.3;uc003doj.3;uc003dok.3;uc003dol.3;uc003dom.3;uc003don.3;uc021xan.1;uc003doo.3;uc003dop.3;uc021xao.1;uc003doq.1;uc003dor.1","27086;27086;27086;27086;27086;27086;27086;27086;27086;27086;27086;27086","0;0;0;0;0;0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"threeUTR","3",71021166,71021235,70,"*",70,8,0.557142857142857,1.49732620320856,0.114285714285714,2.68731000652004e-06,"CpGisland",NA,"Tx7",NA,"HMD","commonHMD",NA,NA
"25052","cg18419637","MEIS1","MEIS1_Exon","chr2",66739364,66739365,50,"-","Exon (uc002sdt.3/4211, exon 8 of 11)",2,66662532,66799891,137360,1,"4211","uc002sdu.3",76783,"ENSG00000143995","Meis homeobox 1","uc002sdt.3;uc002sdu.3;uc010yqh.2;uc010yqi.2;uc002sdw.1","4211;4211;4211;4211;4211","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","Tx3",NA,"PMD","commonPMD",NA,NA
"25053","cg18420597","ROBO2","ROBO2_Intergenic_downstream","chr3",77829814,77829815,51,"+","Distal Intergenic",3,77637902,77667330,29429,1,"6092","uc003dqa.3",191862,"ENSG00000185008","roundabout guidance receptor 2",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HET2",NA,"PMD","commonPMD",NA,NA
"25054","cg18420945","MAF","MAF_Exon","chr16",79632919,79632920,50,"+","Exon (uc002ffm.3/4094, exon 1 of 2)",16,79627745,79634622,6878,2,"4094","uc002ffm.3",1703,"ENSG00000178573","MAF bZIP transcription factor","uc002ffm.3;uc002ffn.3","4094;4094","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon","16",79632558,79633725,1168,"*",1168,142,0.712328767123288,0.958400508508855,0.121575342465753,8.17487191101283e-110,"CpGisland","+","PromF5",NA,"PMD","commonPMD",NA,NA
"25055","cg18423344","NF1","NF1_fiveUTR","chr17",29652959,29652960,51,"-","5' UTR",17,29421945,29704695,282751,1,"4763","uc002hgg.3",231014,"ENSG00000196712","neurofibromin 1","uc002hgl.3;uc002hgm.3;uc002hgg.3;uc002hgh.3;uc002hgi.1;uc010cso.3","2123;2123;4763;4763;4763;4763","-4192;-4192;0;0;0;0",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEx3",NA,"HMD","commonHMD",NA,NA
"25056","cg18424593","FTO","FTO_Intron","chr16",54056714,54056715,50,"-","Intron (uc002ehr.3/79068, intron 8 of 8)",16,53737875,54148379,410505,1,"79068","uc002ehr.3",318790,"ENSG00000140718","FTO alpha-ketoglutarate dependent dioxygenase","uc002ehr.3;uc010vha.2;uc010cbz.3;uc002ehs.3","79068;79068;79068;79068","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Quies3",NA,"HMD","commonHMD",NA,"WCGW"
"25057","cg18425696","SIX4","SIX4_Exon","chr14",61190401,61190402,50,"+","Promoter (<=1kb)",14,61176256,61190852,14597,2,"51804","uc001xfc.3",451,"ENSG00000100625","SIX homeobox 4","uc001xfc.3;uc010app.1","51804;51804","0;0",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon","14",61190012,61190772,761,"*",761,83,0.695137976346912,0.902870293604734,0.109067017082786,3.85179308733921e-60,"CpGisland","+","PromF5",NA,"PMD","neither",NA,NA
"25058","cg18427543","IVNS1ABP","IVNS1ABP_fiveUTR","chr1",185275631,185275632,50,"+","5' UTR",1,185265522,185286461,20940,2,"10625","uc001grl.3",10779,"ENSG00000116679","influenza virus NS1A binding protein","uc001gri.3;uc001grj.3;uc009wyj.3;uc001grl.3;uc009wyk.3;uc001grm.3","10625;10625;10625;10625;10625;10625","-4787;-1;0;0;0;-4787",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEx2",NA,"HMD","commonHMD",NA,NA
"25059","cg18428069","OLA1","OLA1_Intron","chr2",174946892,174946893,50,"+","Intron (uc002uih.3/29789, intron 7 of 10)",2,174937175,175113365,176191,2,"29789","uc002uih.3",166473,"ENSG00000138430","Obg like ATPase 1","uc002uih.3;uc002uii.3;uc010fqq.3;uc010fqr.3","29789;29789;29789;29789","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxWk1",NA,"HMD","commonHMD",NA,NA
"25060","cg18428441","NCOR1","NCOR1_Exon","chr17",16049843,16049844,50,"+","Exon (uc002gpn.3/9611, exon 9 of 45)",17,15933408,16097953,164546,2,"9611","uc002gpn.3",48110,"ENSG00000141027","nuclear receptor corepressor 1","uc002gpn.3;uc002gpo.3;uc002gpp.1;uc002gpr.3;uc002gps.2;uc010coz.2;uc010cpa.2;uc010cpb.2","9611;9611;9611;9611;9611;9611;9611;9611","0;0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tx7",NA,"HMD","commonHMD",NA,NA
"25061","cg18428461","ADGRL2","ADGRL2_Intron","chr1",82049742,82049743,51,"-","Intron (uc001dis.3/23266, intron 4 of 8)",1,81771845,82458107,686263,1,"23266","uc001dis.3",277897,"ENSG00000117114","adhesion G protein-coupled receptor L2","uc001dis.3","23266","0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acet5",NA,"PMD","commonPMD",NA,NA
"25062","cg18429525","VANGL2","VANGL2_Exon","chr1",160390208,160390209,50,"+","Exon (uc001fwb.2/57216, exon 6 of 9)",1,160370231,160398468,28238,1,"57216","uc001fwb.2",19978,"ENSG00000162738","VANGL planar cell polarity protein 2","uc001fwb.2;uc001fwc.2","57216;57216","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxWk2",NA,"HMD","commonHMD",NA,NA
"25063","cg18432293","SOX2-OT","SOX2-OT_Intron","chr3",181417193,181417194,50,"+","Intron (uc003fkv.4/347689, intron 5 of 7)",3,180774468,181460013,685546,1,"347689","uc003fkv.4",642726,"ENSG00000242808","SOX2 overlapping transcript","uc003fkv.4;uc031scl.1;uc031scm.1;uc003fkw.5;uc031scn.1;uc031sco.1","347689;347689;347689;347689;347689;347689","0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BivProm3",NA,"PMD","commonPMD",NA,NA
